Date,SPY Daily Return (Adj Close),SPY Intraday Return,UPRO Mimic (Adj Close),UPRO Daily Return (Adj Close),UPRO Intraday Return
2010-01-04,,0.00854319712563909,,,0.023675814797570246
2010-01-05,0.0026469888921396567,0.003266776533718104,0.00794096667641897,0.008593946698442823,0.00910411813582529
2010-01-06,0.0007041001336705044,0.0016737354389082869,0.002112300401011513,0.0028817697143599386,0.005906799302480746
2010-01-07,0.004221275977963845,0.006079316664372247,0.012663827933891536,0.012182505976232605,0.018289365355645248
2010-01-08,0.0033274377334648886,0.00597067616840805,0.009982313200394666,0.009751616428578469,0.0185531536877169
2010-01-11,0.001397084108240465,-0.003041349222733898,0.004191252324721395,0.003545406368851145,-0.009711048949427044
2010-01-12,-0.009326249073198678,-0.00271999258816747,-0.027978747219596034,-0.02716572934715733,-0.008196979062836009
2010-01-13,0.008446264086324096,0.005879822872168839,0.025338792258972287,0.025482540380836083,0.01796160780480061
2010-01-14,0.00270406770752718,0.003843151800297912,0.00811220312258154,0.0074486806158775565,0.011896921906337123
2010-01-15,-0.011224028033007372,-0.009500600848882334,-0.033672084099022115,-0.03314979795199624,-0.028794320074921977
2010-01-19,0.012495598108519967,0.012673779063564029,0.0374867943255599,0.03748283190145174,0.03943715689829809
2010-01-20,-0.01016853799548545,-0.0034126653291414837,-0.030505613986456348,-0.03026792100922404,-0.00962519731209634
2010-01-21,-0.01922914376367746,-0.019487370579227233,-0.057687431291032376,-0.0585635518786205,-0.05803527479084324
2010-01-22,-0.022292038292559102,-0.017895664733657966,-0.0668761148776773,-0.06485328988958328,-0.05294541763842896
2010-01-25,0.00512799533970365,-0.003992400372574192,0.015383986019110951,0.012313509367664732,-0.013175687317626047
2010-01-26,-0.004190644865798454,-0.0002743623587124562,-0.012571934597395362,-0.012582715074905826,-0.0016254322853330413
2010-01-27,0.004757110694211475,0.00604565057414392,0.014271332082634425,0.014937355545110664,0.017387128452217376
2010-01-28,-0.011472238712749605,-0.014701903173506788,-0.034416716138248815,-0.03501665727919279,-0.04461316972391088
2010-01-29,-0.010868278530926534,-0.01513207549546109,-0.0326048355927796,-0.03274555429132597,-0.0453737899081697
2010-02-01,0.015550301717399462,0.00841420268031243,0.046650905152198385,0.04678296410529148,0.024128487629352432
2010-02-02,0.012103694411222943,0.010250733070561704,0.03631108323366883,0.037053189376835105,0.030578132838253582
2010-02-03,-0.004982887008882941,-0.00045500021489785824,-0.014948661026648824,-0.014870402448004971,-0.0013958116785066684
2010-02-04,-0.030865615725788498,-0.023307036495569554,-0.0925968471773655,-0.09175367114383914,-0.06964935127491424
2010-02-05,0.002066952198377825,0.0009384957376771243,0.006200856595133475,0.005770633969450989,0.003917125554272442
2010-02-08,-0.007219551392674162,-0.007963261112352021,-0.021658654178022485,-0.021496530615823906,-0.02239352063502122
2010-02-09,0.012560164096067306,0.000840137866075458,0.03768049228820192,0.036118862351350645,0.002344277384107639
2010-02-10,-0.001958583672321934,-0.00037366571122845864,-0.005875751016965802,-0.005507697515176768,-0.001514716844509618
2010-02-11,0.010466465887006615,0.011789973560903977,0.031399397661019846,0.02996944253081324,0.03475911268363086
2010-02-12,-0.000832275773058111,0.009814030028253505,-0.002496827319174333,-0.0027256450029831125,0.029193011889908835
2010-02-16,0.01573471456856712,0.008083752052949091,0.04720414370570136,0.047791501243664936,0.0230061693371822
2010-02-17,0.004738744682672769,-9.063668395936183e-05,0.014216234048018306,0.01395839574558777,-0.0009722352551771766
2010-02-18,0.005895175638785499,0.007539987438667861,0.017685526916356498,0.018911041432043696,0.023250991739232
2010-02-19,0.002073694739670451,0.004700746973019518,0.0062210842190113524,0.006550942007315319,0.014511883007668567
2010-02-22,0.00017990109946075528,-0.0034961844821060437,0.0005397032983822658,-0.0016271527976862155,-0.011610302772723622
2010-02-23,-0.012144744593146517,-0.009471432852037784,-0.03643423377943955,-0.03598786378741614,-0.0286669570753768
2010-02-24,0.009197779535533579,0.006173963219030955,0.027593338606600737,0.028103413754179796,0.019131095359306433
2010-02-25,-0.0013536967554755863,0.013090446110765206,-0.004061090266426759,-0.0033561246780916543,0.041750641625128655
2010-02-26,0.0006328711195799919,-0.0002708204406066736,0.0018986133587399756,0.002061490227913465,0.0004803455377466528
2010-03-01,0.010384661134657414,0.006205058096605976,0.03115398340397224,0.030116579512022845,0.018794123703367586
2010-03-02,0.00277031274703754,-0.001512910867531458,0.00831093824111262,0.006925502622492807,-0.006047982352688269
2010-03-03,0.0008915433019884844,-0.001688992938214925,0.0026746299059654532,0.003968518693586498,-0.0059589696538928
2010-03-04,0.0030272626687792847,0.0016896615968224808,0.009081788006337854,0.008827276422725738,0.004525915069448261
2010-03-05,0.014293278466722903,0.007762170169344021,0.04287983540016871,0.04348954221009271,0.022196398043106517
2010-03-08,0.0001750917324612189,8.747161429264811e-05,0.0005252751973836567,-0.00012489100165957723,-0.0006876548296988726
2010-03-09,0.0016627734496597046,0.004651968558564091,0.004988320348979114,0.005006841730957889,0.015236694482092174
2010-03-10,0.004455728240222223,0.004017108338932731,0.01336718472066667,0.013575879613943798,0.011874461924103378
2010-03-11,0.004175274942042284,0.006538797035351569,0.012525824826126852,0.012902128964509041,0.01973123272317302
2010-03-12,8.641895719563308e-05,-0.004225941152790687,0.00025925687158689925,-0.0007275462127080967,-0.013355597803491171
2010-03-15,0.00025984177848026313,0.0019954513558590884,0.0007795253354407894,0.0016388529513651218,0.006097269955358208
2010-03-16,0.007966266640298869,0.005180952561647828,0.023898799920896607,0.023877469321239353,0.015751915103321405
2010-03-17,0.005927415555432303,0.0029119247316725136,0.017782246666296908,0.017164719626914238,0.008687151704845209
2010-03-18,-0.0005130039705839584,-0.0005977260221961894,-0.0015390119117518752,-0.0008148191625629853,-0.0009308688082242459
2010-03-19,-0.005061292945694573,0.0,-0.01518387883708372,-0.01624831246300451,0.0
2010-03-22,0.005346140396831345,0.011100501312962521,0.016038421190494034,0.01628006510280433,0.032912511555126346
2010-03-23,0.007032867250683861,0.00556698795808956,0.021098601752051582,0.02201909983076966,0.016865774221226076
2010-03-24,-0.004854800370051371,-0.001111437817010895,-0.014564401110154113,-0.014402898082889526,-0.002538964316120472
2010-03-25,-0.0016258484111946192,-0.008331171898506415,-0.004877545233583858,-0.005900206797330165,-0.025518880363796684
2010-03-26,-0.0006001883007410447,-0.0024813973535721943,-0.001800564902223134,0.0005234872134718405,-0.005494892308987727
2010-03-29,0.006347692392738358,0.0012802042179997455,0.019043077178215073,0.017158260686305438,0.003442584068551067
2010-03-30,0.0006815384623233278,-0.000510791410364324,0.0020446153869699835,0.0017722467636764883,-0.0014822852239644918
2010-03-31,-0.003406900969249893,0.0004275592395264622,-0.01022070290774968,-0.011016217265436223,0.0010978909266342249
2010-04-01,0.006837692103055293,0.0,0.02051307630916588,0.02123987332632904,-0.0009598343769581596
2010-04-05,0.00814928652140745,0.004312914471293605,0.024447859564222352,0.023567245438582907,0.011618280655548326
2010-04-06,0.0023580154801938757,0.005235625368761591,0.007074046440581627,0.007288335636182142,0.014627498589856052
2010-04-07,-0.005712598615571052,-0.0037037241591193677,-0.017137795846713155,-0.01584172989187982,-0.010744231504261457
2010-04-08,0.0034638899356707054,0.006952095939299126,0.010391669807012116,0.008744660284368377,0.022123383257129266
2010-04-09,0.00656729862087313,0.004453087074778389,0.01970189586261939,0.01976678953489408,0.01244389739651925
2010-04-12,0.001589410140832248,0.00033417641225705287,0.004768230422496744,0.005631076880198149,0.0010776368562722776
